"Browser","Users","Org"
"Chrome Mobile 55.0.2883.91","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"Android browser 4.0","1","1"
"IE 10.0","2","2"
"IE 9.0","1","1"
"IE 11.0","1","1"
"Firefox 27.0","1","1"
"Firefox 30.0","1","1"
"Firefox 34.0","2","2"
"Firefox 36.0","2","1"
"Firefox 37.0","1","1"
"Firefox 38.0","5","5"
"Firefox 39.0","2","2"
"Firefox 40.0","3","2"
"Firefox 42.0","5","4"
"Firefox 43.0","3","3"
"Firefox 44.0","4","3"
"Firefox 45.0","9","9"
"Firefox 46.0","1","1"
"Firefox 47.0","5","4"
"Firefox 48.0","7","6"
"Firefox 49.0","15","11"
"Firefox 50.0","268","109"
"Firefox 53.0","2","2"
"Firefox 31.0","4","2"
"SeaMonkey 2.33.1","1","1"
"Firefox 37.0","1","1"
"Firefox 38.0","14","3"
"Firefox 39.0","2","2"
"Firefox 40.0","4","4"
"Firefox 42.0","1","1"
"Firefox 43.0","6","5"
"Firefox 44.0","8","5"
"Firefox 45.0","40","16"
"Firefox 46.0","16","9"
"Firefox 47.0","28","18"
"Firefox 48.0","64","12"
"Firefox 49.0","72","20"
"Firefox 50.0","1","1"
"Firefox 50.0","978","244"
"Firefox 50.1.0","1","1"
"Firefox 51.0","3","3"
"Firefox 23.0","1","1"
"Firefox 32.0","1","1"
"Firefox 38.0","4","2"
"Firefox 41.0","2","2"
"Firefox 42.0","2","2"
"Firefox 43.0","1","1"
"Firefox 44.0","2","1"
"Firefox 45.0","21","11"
"Firefox 46.0","2","2"
"Firefox 47.0","2","2"
"Firefox 48.0","3","3"
"Firefox 49.0","13","6"
"Firefox 50.0","710","173"
"Firefox 50.1.0","3","2"
"Firefox 51.0","3","1"
"Firefox 52.0","2","2"
"Firefox 45.0","1","1"
"Firefox 48.0","3","3"
"Firefox 47.0","1","1"
"Firefox 48.0","1","1"
"Firefox 48.0","5","3"
"Firefox 27.0","1","1"
"Firefox 31.0","1","1"
"Firefox 32.0","1","2"
"Firefox 35.0","1","1"
"Firefox 38.0","3","1"
"Firefox 44.0","3","1"
"Firefox 45.0","1","1"
"Firefox 46.0","1","1"
"Firefox 47.0","1","1"
"Firefox 48.0","2","2"
"Firefox 49.0","1","1"
"Firefox 50.0","70","37"
"Safari 8.0","3","3"
"Chrome 54.0.2840.98","1","1"
"Chrome 55.0.2883.95","8","7"
"Chrome 56.0.2924.28","1","1"
"Chrome 39.0.2171.99","1","1"
"Chrome 52.0.2743.82","1","1"
"Chrome 54.0.2840.98","1","1"
"Chrome 55.0.2883.95","19","15"
"Safari 8.0","2","2"
"Safari 8.0.2","1","1"
"Chrome 43.0.2357.134","1","1"
"Chrome 51.0.2704.103","1","1"
"Chrome 54.0.2840.98","4","4"
"Chrome 55.0.2883.87","1","1"
"Chrome 55.0.2883.95","29","23"
"Safari 8.0.3","1","1"
"Safari 8.0.4","2","2"
"Chrome 41.0.2272.101","1","1"
"Chrome 44.0.2403.107","1","1"
"Chrome 49.0.2623.112","1","1"
"Chrome 52.0.2743.116","1","1"
"Chrome 53.0.2785.116","3","2"
"Chrome 53.0.2785.143","1","1"
"Chrome 54.0.2840.98","6","6"
"Chrome 55.0.2883.87","4","3"
"Chrome 55.0.2883.95","70","52"
"Safari 8.0.5","3","3"
"Safari 8.0.6","1","1"
"Chrome 42.0.2311.135","1","1"
"Chrome 51.0.2704.84","1","1"
"Chrome 54.0.2840.98","6","5"
"Chrome 55.0.2883.95","38","28"
"Safari 8.0.7","9","9"
"Chrome 38.0.2125.122","1","1"
"Chrome 39.0.2171.71","1","1"
"Chrome 39.0.2171.99","1","1"
"Chrome 40.0.2214.111","1","1"
"Chrome 40.0.2214.95","1","1"
"Chrome 41.0.2272.89","2","2"
"Chrome 42.0.2311.135","2","1"
"Chrome 43.0.2357.124","4","4"
"Chrome 43.0.2357.130","2","2"
"Chrome 43.0.2357.132","1","1"
"Chrome 43.0.2357.134","4","3"
"Chrome 43.0.2357.81","3","3"
"Chrome 44.0.2403.130","1","1"
"Chrome 44.0.2403.155","4","2"
"Chrome 44.0.2403.89","1","1"
"Chrome 45.0.2454.85","4","3"
"Chrome 46.0.2490.71","4","4"
"Chrome 46.0.2490.80","5","5"
"Chrome 46.0.2490.86","10","3"
"Chrome 47.0.2526.106","3","3"
"Chrome 47.0.2526.111","3","3"
"Chrome 47.0.2526.73","1","1"
"Chrome 47.0.2526.80","1","1"
"Chrome 48.0.2564.103","1","1"
"Chrome 48.0.2564.109","5","4"
"Chrome 48.0.2564.116","4","3"
"Chrome 48.0.2564.97","1","1"
"Chrome 49.0.2623.108","1","1"
"Chrome 49.0.2623.110","1","1"
"Chrome 49.0.2623.112","3","3"
"Chrome 49.0.2623.87","12","5"
"Chrome 50.0.2661.102","2","2"
"Chrome 50.0.2661.86","1","1"
"Chrome 50.0.2661.94","4","4"
"Chrome 51.0.2704.103","17","6"
"Chrome 51.0.2704.106","2","2"
"Chrome 51.0.2704.79","1","1"
"Chrome 51.0.2704.84","5","4"
"Chrome 52.0.2743.116","26","6"
"Chrome 52.0.2743.82","2","2"
"Chrome 53.0.2785.101","2","2"
"Chrome 53.0.2785.113","1","1"
"Chrome 53.0.2785.116","26","6"
"Chrome 53.0.2785.143","14","8"
"Chrome 53.0.2785.89","2","2"
"Chrome 54.0.2840.59","2","2"
"Chrome 54.0.2840.71","31","13"
"Chrome 54.0.2840.87","6","6"
"Chrome 54.0.2840.98","165","84"
"Chrome 55.0.2883.75","13","12"
"Opera 42.0.2393.94","2","2"
"Chrome 55.0.2883.87","6","4"
"Chrome 55.0.2883.95","1541","554"
"Chrome 56.0.2924.28","1","1"
"Chrome 56.0.2924.51","1","1"
"Safari 8.0.8","10","9"
"Safari 9.0.3","4","4"
"Safari 9.1","7","6"
"Safari 9.1.1","5","5"
"Safari 9.1.2","15","7"
"Safari 9.1.3","6","6"
"Safari 10.0","20","17"
"Safari 10.0.1","43","33"
"Safari 10.0.2","119","83"
"Safari 9.0","2","2"
"Chrome 49.0.2623.112","1","1"
"Chrome 54.0.2840.98","8","7"
"Chrome 55.0.2883.95","34","26"
"Chrome 52.0.2743.82","1","1"
"Chrome 53.0.2785.116","3","2"
"Chrome 53.0.2785.143","1","1"
"Chrome 54.0.2840.98","9","9"
"Chrome 55.0.2883.75","2","2"
"Chrome 55.0.2883.87","1","1"
"Chrome 55.0.2883.95","50","34"
"Safari 9.0.1","5","5"
"Chrome 46.0.2490.71","1","1"
"Chrome 47.0.2526.80","1","1"
"Chrome 50.0.2661.94","1","1"
"Chrome 51.0.2704.103","1","1"
"Chrome 54.0.2840.98","9","8"
"Chrome 55.0.2883.75","1","1"
"Chrome 55.0.2883.95","72","49"
"Safari 9.0.2","6","6"
"Chrome 39.0.2171.95","1","1"
"Chrome 43.0.2357.134","1","1"
"Chrome 48.0.2564.109","1","1"
"Chrome 49.0.2623.110","1","1"
"Chrome 49.0.2623.75","1","1"
"Chrome 49.0.2623.87","2","1"
"Chrome 50.0.2661.86","1","1"
"Chrome 51.0.2704.106","1","1"
"Chrome 51.0.2704.63","1","1"
"Chrome 52.0.2743.116","1","1"
"Chrome 53.0.2785.143","1","1"
"Chrome 54.0.2840.71","1","1"
"Chrome 54.0.2840.87","1","1"
"Chrome 54.0.2840.98","23","21"
"Chrome 55.0.2883.75","2","2"
"Opera 42.0.2393.94","1","1"
"Chrome 55.0.2883.95","162","107"
"Chrome 56.0.2924.28","1","1"
"Safari 9.0.3","21","18"
"Chrome 43.0.2357.134","1","1"
"Chrome 45.0.2454.101","1","1"
"Chrome 46.0.2490.86","1","1"
"Chrome 49.0.2623.87","2","2"
"Chrome 50.0.2661.102","1","1"
"Chrome 50.0.2661.94","3","2"
"Chrome 51.0.2704.103","2","2"
"Chrome 51.0.2704.106","3","2"
"Chrome 51.0.2704.84","2","2"
"Chrome 52.0.2743.116","3","3"
"Chrome 53.0.2785.116","3","3"
"Chrome 53.0.2785.143","1","1"
"Chrome 53.0.2785.89","1","1"
"Chrome 54.0.2840.71","2","2"
"Chrome 54.0.2840.87","2","2"
"Chrome 54.0.2840.98","20","19"
"Chrome 55.0.2883.75","1","1"
"Chrome 55.0.2883.87","2","2"
"Chrome 55.0.2883.95","192","124"
"Safari 9.1","37","25"
"Chrome 43.0.2357.134","1","1"
"Chrome 47.0.2526.111","2","2"
"Chrome 49.0.2623.110","2","2"
"Chrome 49.0.2623.87","1","1"
"Chrome 50.0.2661.102","1","1"
"Chrome 50.0.2661.94","7","1"
"Chrome 51.0.2704.103","1","1"
"Chrome 51.0.2704.106","6","4"
"Chrome 51.0.2704.63","3","3"
"Chrome 51.0.2704.84","1","1"
"Chrome 52.0.2743.116","2","2"
"Chrome 53.0.2785.101","3","1"
"Chrome 53.0.2785.116","13","4"
"Chrome 53.0.2785.143","4","3"
"Chrome 54.0.2840.71","5","5"
"Chrome 54.0.2840.87","1","1"
"Chrome 54.0.2840.98","40","36"
"Chrome 55.0.2883.75","6","6"
"Chrome 55.0.2883.87","1","1"
"Chrome 55.0.2883.95","329","183"
"Chrome 57.0.2966.0","1","1"
"Safari 9.1.1","27","25"
"Chrome 25.0.1364.97","1","1"
"Chrome 35.0.1916.114","1","1"
"Chrome 40.0.2214.111","1","1"
"Chrome 40.0.2214.95","1","1"
"Chrome 41.0.2272.104","1","1"
"Chrome 41.0.2272.89","1","1"
"Chrome 42.0.2311.135","1","1"
"Chrome 42.0.2311.152","1","1"
"Chrome 43.0.2357.134","3","2"
"Chrome 43.0.2357.81","1","1"
"Chrome 45.0.2454.101","2","2"
"Chrome 45.0.2454.93","1","1"
"Chrome 46.0.2490.71","1","1"
"Chrome 46.0.2490.80","1","1"
"Chrome 46.0.2490.86","5","3"
"Chrome 47.0.2526.106","7","4"
"Chrome 47.0.2526.111","6","3"
"Chrome 47.0.2526.80","2","2"
"Chrome 48.0.2564.109","6","6"
"Chrome 48.0.2564.116","20","14"
"Chrome 48.0.2564.97","5","3"
"Chrome 49.0.2623.110","4","2"
"Chrome 49.0.2623.112","6","6"
"Chrome 49.0.2623.75","5","6"
"Chrome 49.0.2623.87","10","9"
"Chrome 50.0.2661.102","14","10"
"Chrome 50.0.2661.75","11","8"
"Chrome 50.0.2661.86","1","1"
"Chrome 50.0.2661.94","7","6"
"Chrome 51.0.2704.103","9","4"
"Chrome 51.0.2704.106","18","14"
"Chrome 51.0.2704.63","12","6"
"Chrome 51.0.2704.79","6","4"
"Chrome 51.0.2704.84","39","22"
"Chrome 52.0.2743.116","81","56"
"Chrome 52.0.2743.75","1","1"
"Chrome 52.0.2743.82","18","9"
"Chrome 53.0.2785.101","16","10"
"Chrome 53.0.2785.113","1","1"
"Chrome 53.0.2785.116","37","12"
"Chrome 53.0.2785.143","23","21"
"Chrome 53.0.2785.89","2","2"
"Chrome 54.0.2840.59","29","18"
"Chrome 54.0.2840.71","33","28"
"Chrome 54.0.2840.87","16","14"
"Chrome 54.0.2840.98","318","165"
"Opera 41.0.2353.69","2","1"
"Chrome 55.0.2883.75","31","26"
"Opera 42.0.2393.94","15","11"
"Chrome 55.0.2883.87","99","11"
"Chrome 55.0.2883.95","1","1"
"Chrome 55.0.2883.95","4007","1051"
"Chrome 55.0.2883.98","1","1"
"Chrome 56.0.2924.28","7","9"
"Chrome 56.0.2924.51","3","3"
"Chrome 57.0.2938.0","1","1"
"Chrome 57.0.2950.4","1","1"
"Chrome 57.0.2956.0","1","1"
"Safari 9.1.2","117","59"
"Safari 2249","1","1"
"Safari 9.1.3","72","50"
"unknown ","1","1"
"Safari 10.0","61","41"
"Safari 10.0.1","100","46"
"Safari 10.0.2","183","116"
"Safari 10.0.3","1","1"
"Safari 10.1","1","1"
"Safari 10.0","50","38"
"Safari 10.0","2","2"
"Chrome 44.0.2403.89","1","1"
"Chrome 47.0.2526.106","1","1"
"Chrome 47.0.2526.111","4","1"
"Chrome 50.0.2661.102","1","1"
"Chrome 51.0.2704.84","1","1"
"Chrome 53.0.2785.116","7","4"
"Chrome 53.0.2785.143","1","1"
"Chrome 54.0.2840.59","2","2"
"Chrome 54.0.2840.71","1","1"
"Chrome 54.0.2840.98","38","37"
"Chrome 55.0.2883.75","4","4"
"Chrome 55.0.2883.87","1","1"
"Chrome 55.0.2883.95","285","164"
"Chrome 57.0.2964.0","1","1"
"Chrome 45.0.2454.101","1","1"
"Chrome 46.0.2490.80","1","1"
"Chrome 46.0.2490.86","1","1"
"Chrome 47.0.2526.106","2","1"
"Chrome 47.0.2526.111","1","1"
"Chrome 49.0.2623.112","1","1"
"Chrome 50.0.2661.102","1","1"
"Chrome 50.0.2661.94","1","1"
"Chrome 52.0.2743.116","5","5"
"Chrome 52.0.2743.82","1","1"
"Chrome 53.0.2785.101","3","2"
"Chrome 53.0.2785.113","2","2"
"Chrome 53.0.2785.116","8","3"
"Chrome 53.0.2785.143","4","2"
"Chrome 54.0.2840.59","7","5"
"Chrome 54.0.2840.71","12","8"
"Chrome 54.0.2840.87","17","9"
"Chrome 54.0.2840.98","91","54"
"Chrome 55.0.2883.75","10","5"
"Opera 42.0.2393.94","1","1"
"Chrome 55.0.2883.87","7","3"
"Chrome 55.0.2883.95","850","380"
"Chrome 55.0.2883.98","1","1"
"Chrome 56.0.2924.28","3","3"
"Chrome 56.0.2924.51","2","2"
"Chrome 57.0.2950.4","1","1"
"Chrome 57.0.2967.0","1","1"
"Chrome 57.0.2970.0","1","1"
"Chrome 57.0.2971.0","1","1"
"Chrome 57.0.2972.0","1","1"
"Safari 10.0.1","142","103"
"unknown ","1","1"
"Chrome 42.0.2311.152","1","1"
"Chrome 47.0.2526.106","3","3"
"Chrome 47.0.2526.80","1","1"
"Chrome 48.0.2564.109","1","1"
"Chrome 48.0.2564.116","2","2"
"Chrome 49.0.2623.110","1","1"
"Chrome 49.0.2623.112","1","1"
"Chrome 49.0.2623.75","2","2"
"Chrome 49.0.2623.87","1","1"
"Chrome 50.0.2661.102","3","3"
"Chrome 51.0.2704.84","5","4"
"Chrome 52.0.2743.116","8","8"
"Chrome 52.0.2743.82","3","3"
"Chrome 53.0.2785.116","6","6"
"Chrome 53.0.2785.143","8","6"
"Chrome 53.0.2785.70","1","1"
"Chrome 53.0.2785.89","4","4"
"Chrome 54.0.2840.34","1","1"
"Chrome 54.0.2840.59","10","8"
"Chrome 54.0.2840.71","4","4"
"Chrome 54.0.2840.87","20","16"
"Chrome 54.0.2840.98","58","32"
"Chrome 55.0.2883.75","7","7"
"Opera 42.0.2393.94","9","7"
"Chrome 55.0.2883.87","28","4"
"Chrome 55.0.2883.95","2421","880"
"Chrome 55.0.2883.98","5","4"
"Chrome 56.0.2914.3","2","2"
"Opera 43.0.2442.7","1","1"
"Chrome 56.0.2924.28","22","20"
"Chrome 56.0.2924.51","6","6"
"Chrome 57.0.2950.4","3","3"
"Chrome 57.0.2969.0","2","2"
"Chrome 57.0.2970.0","4","3"
"Chrome 57.0.2971.0","3","2"
"Chrome 57.0.2972.0","2","2"
"Safari 10.0.2","1","1"
"Safari 10.0.2","510","258"
"Safari 10.1","2","2"
"Chrome 55.0.2883.92","1","1"
"Chrome 55.0.2883.95","20","19"
"Chrome 57.0.2950.4","1","1"
"Chrome 57.0.2971.0","2","2"
"Safari 10.0.3","23","19"
"Safari 10.1","2","2"
"Safari 5.1.9","1","1"
"Chrome 49.0.2623.112","11","9"
"Chrome 49.0.2623.112","1","1"
"Chrome 49.0.2623.112","13","10"
"Safari 6.1.6","4","4"
"Chrome 49.0.2623.112","1","1"
"Chrome 29.0.1547.57","9","1"
"Chrome 49.0.2623.112","1","1"
"Safari 6.0.5","1","1"
"Chrome 40.0.2214.111","1","1"
"Chrome 43.0.2357.134","4","1"
"Chrome 45.0.2454.93","1","1"
"Chrome 49.0.2623.112","20","17"
"Safari 6.2.8","2","2"
"Chrome 55.0.2883.95","3","2"
"Chrome 55.0.2883.95","1","1"
"Chrome 55.0.2883.95","1","1"
"Chrome 55.0.2883.95","1","1"
"Safari 7.0.3","1","1"
"Chrome 55.0.2883.95","7","7"
"Safari 7.0.5","1","1"
"Chrome 33.0.1750.117","1","1"
"Chrome 41.0.2272.118","1","1"
"Chrome 42.0.2311.90","1","1"
"Chrome 43.0.2357.65","1","1"
"Chrome 44.0.2403.89","1","1"
"Chrome 46.0.2490.71","1","1"
"Chrome 47.0.2526.111","1","1"
"Chrome 48.0.2564.103","1","1"
"Chrome 48.0.2564.116","2","1"
"Chrome 49.0.2623.112","1","1"
"Chrome 49.0.2623.87","3","2"
"Chrome 51.0.2704.103","1","1"
"Chrome 51.0.2704.106","1","1"
"Chrome 52.0.2743.82","1","1"
"Chrome 53.0.2785.143","1","1"
"Chrome 54.0.2840.59","1","1"
"Chrome 54.0.2840.71","1","1"
"Chrome 54.0.2840.87","1","1"
"Chrome 54.0.2840.98","24","18"
"Chrome 55.0.2883.87","4","1"
"Chrome 55.0.2883.95","162","116"
"Chrome 56.0.2924.28","2","2"
"Safari 7.0.6","3","3"
"Safari 7.1","2","2"
"Safari 9.0","1","1"
"Safari 9.0.2","2","2"
"Safari 9.0.3","1","1"
"Safari 9.1","1","1"
"Safari 9.1.1","2","2"
"Safari 9.1.2","1","1"
"Safari 9.1.3","28","25"
"unknown ","1","1"
"Mobile Safari ","1","1"
"Mobile Safari ","1","1"
"Mobile Safari ","1","1"
"Safari 5.0","2","1"
"PhantomJS 2.1.1","2","2"
"Chrome 46.0.2490.71","1","1"
"Chrome 31.0.1650.63","1","1"
"Chrome 40.0.2214.111","1","1"
"Chrome 43.0.2357.130","3","1"
"Chrome 45.0.2454.101","5","2"
"Chrome 46.0.2486.0","54","5"
"Chrome 47.0.2526.106","1","1"
"Chrome 47.0.2526.111","1","1"
"Chrome 48.0.2564.109","3","1"
"Chrome 48.0.2564.116","2","1"
"Chrome 48.0.2564.97","8","1"
"Chrome 49.0.2623.110","3","1"
"Chrome 49.0.2623.112","5","2"
"Chrome 49.0.2623.75","1","1"
"Chrome 50.0.2661.102","17","1"
"Chrome 50.0.2661.87","1","1"
"Chrome 50.0.2661.94","7","1"
"Chrome 51.0.2704.103","220","1"
"Chrome 51.0.2704.106","8","1"
"Chrome 51.0.2704.63","1","1"
"Chrome 51.0.2704.79","8","8"
"Chrome 51.0.2704.84","18","1"
"Chrome 52.0.2743.116","2","1"
"Chrome 52.0.2743.82","2","2"
"Chrome 53.0.2785.143","1","1"
"Chrome 54.0.2840.71","1","1"
"Chrome 54.0.2840.87","2","2"
"Chrome 54.0.2840.99","4","4"
"Chrome 55.0.2883.75","1","1"
"Chrome 55.0.2883.87","434","116"
"Chrome 56.0.2924.28","1","1"
"Chrome 57.0.2950.4","2","2"
"Chrome 57.0.2950.4","1","1"
"Chrome 57.0.2950.4","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","37","15"
"Chrome 46.0.2490.71","1","1"
"Sogou Explorer 2.X","1","1"
"Chrome 40.0.2214.111","1","1"
"Chrome 40.0.2214.94","1","1"
"Chrome 41.0.2272.118","16","1"
"Chrome 41.0.2272.76","1","1"
"Chrome 41.0.2272.89","1","1"
"Chrome 42.0.2311.154","1","1"
"Chrome 43.0.2357.124","1","1"
"Chrome 43.0.2357.130","27","1"
"Chrome 43.0.2357.132","1","1"
"Chrome 43.0.2357.134","1","1"
"Chrome 43.0.2357.81","1","1"
"Chrome 44.0.2403.125","1","1"
"Chrome 44.0.2403.157","31","2"
"Chrome 45.0.2420.0","1","1"
"Chrome 45.0.2423.0","1","1"
"Chrome 45.0.2454.101","35","20"
"Chrome 45.0.2454.85","6","4"
"Chrome 45.0.2454.99","1","1"
"Chrome 46.0.2470.0","1","1"
"Chrome 46.0.2480.0","1","1"
"Chrome 46.0.2490.71","3","2"
"Chrome 46.0.2490.80","2","2"
"Chrome 46.0.2490.86","11","6"
"Chrome 47.0.2526.106","17","3"
"Chrome 47.0.2526.111","69","4"
"Chrome 47.0.2526.73","2","1"
"Chrome 47.0.2526.80","3","2"
"Chrome 48.0.2535.0","1","1"
"Chrome 48.0.2564.103","2","2"
"Chrome 48.0.2564.109","46","4"
"Chrome 48.0.2564.116","5","4"
"Chrome 48.0.2564.82","1","1"
"Chrome 48.0.2564.97","44","2"
"Chrome 49.0.2623.108","1","1"
"Chrome 49.0.2623.110","7","5"
"Chrome 49.0.2623.112","2","2"
"Sogou Explorer 2.X","8","5"
"Chrome 49.0.2623.75","8","3"
"Chrome 49.0.2623.87","279","7"
"Chrome 50.0.2661.102","39","14"
"Chrome 50.0.2661.102","1","1"
"Chrome 50.0.2661.102","2","1"
"Chrome 50.0.2661.102","1","1"
"Chrome 50.0.2661.102","1","1"
"Chrome 50.0.2661.75","5","2"
"Chrome 50.0.2661.87","4","4"
"Chrome 50.0.2661.94","12","8"
"Chrome 51.0.2681.0","1","1"
"Chrome 51.0.2683.0","11","10"
"Chrome 51.0.2684.0","3","3"
"Chrome 51.0.2700.0","4","2"
"Chrome 51.0.2704.103","54","16"
"Chrome 51.0.2704.106","1","1"
"Chrome 51.0.2704.106","41","13"
"Chrome 51.0.2704.63","2","2"
"Chrome 51.0.2704.84","5","4"
"Chrome 52.0.0.11700","3","3"
"Chrome 52.0.2743.116","355","20"
"Chrome 52.0.2743.80","1","1"
"Chrome 52.0.2743.82","3","3"
"Chrome 53.0.0.11780","1","1"
"Chrome 53.0.2785.101","2","2"
"Chrome 53.0.2785.104","2","1"
"Chrome 53.0.2785.104","1","1"
"Chrome 53.0.2785.104","1","1"
"Chrome 53.0.2785.113","1","1"
"Chrome 53.0.2785.116","46","18"
"Chrome 53.0.2785.143","199","14"
"Chrome 53.0.2785.89","3","3"
"Chrome 54.0.2810.2","1","1"
"Yandex.Browser 16.11.1.673","3","2"
"Chrome 54.0.2840.50","1","1"
"Opera 41.0.2353.46","1","1"
"Chrome 54.0.2840.59","14","8"
"Chrome 54.0.2840.71","51","29"
"Opera 41.0.2353.59","1","1"
"Chrome 54.0.2840.87","20","7"
"Opera 41.0.2353.69","4","4"
"Chrome 54.0.2840.99","929","147"
"Chrome 54.13.2840.71","2","2"
"Chrome 54.7.2840.71","1","1"
"Opera 42.0.2393.85","2","2"
"Chrome 55.0.2883.75","107","28"
"Opera 42.0.2393.94","1","1"
"Opera 42.0.2393.94","88","63"
"Chrome 55.0.2883.87","1","1"
"Chrome 55.0.2883.87","11236","2072"
"Chrome 55.0.2883.98","17","15"
"Chrome 55.0.2900.0","1","1"
"Chrome 55.14.2883.75","1","1"
"Chrome 55.5.2883.75","1","1"
"Chrome 56.0.2924.28","3","3"
"Chrome 56.0.2924.51","2","2"
"Chrome 57.0.2970.0","2","2"
"Chrome 57.0.2972.1","2","2"
"Chrome 52.0.2743.82","1","1"
"Chrome 52.0.2743.82","2","2"
"Maxthon 4.9.2.1000","1","1"
"Maxthon 4.9.3.1000","2","2"
"Maxthon 4.9.4.1000","1","1"
"Maxthon 5.0.1.3000","2","2"
"Maxthon 5.0.2.1000","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","4","2"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","3","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","8","6"
"Mozilla rv:11.0","7","4"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","4","4"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","2","2"
"Mozilla rv:11.0","3","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","4","4"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","10","4"
"Mozilla rv:11.0","1","1"
"Mozilla rv:11.0","702","186"
"Mozilla rv:11.0","11","7"
"Mozilla rv:11.0","18","7"
"Mozilla rv:11.0","5","5"
"Mozilla rv:11.0","15","11"
"Mozilla rv:11.0","3069","541"
"Mozilla rv:11.0","1","1"
"Firefox 35.0","51","5"
"Firefox 36.0","3","2"
"Firefox 37.0","9","3"
"Firefox 38.0","25","9"
"Firefox 39.0","9","6"
"Firefox 40.0","1","1"
"Firefox 41.0","26","3"
"Firefox 42.0","6","5"
"Firefox 43.0","22","16"
"Firefox 44.0","14","12"
"Firefox 45.0","204","49"
"Pale Moon 27.0.3","1","1"
"Firefox 46.0","17","11"
"Firefox 47.0","59","41"
"Firefox 48.0","81","27"
"Firefox 49.0","460","39"
"Firefox 50.0","3566","847"
"Firefox 50.0","1","1"
"Firefox 50.0","1","1"
"Firefox 51.0","26","23"
"Firefox 52.0","4","4"
"Chrome 42.0.2311.135","75","38"
"Chrome 44.0.2403.157","1","1"
"Chrome 46.0.2486.0","423","222"
"Chrome 46.0.2490.86","1","1"
"Chrome 47.0.2526.111","2","2"
"Chrome 48.0.2564.109","1","1"
"Chrome 48.0.2564.116","2","2"
"Chrome 49.0.2623.112","9","2"
"Chrome 50.0.2661.102","3","2"
"Chrome 50.0.2661.75","1","1"
"Chrome 50.0.2661.94","3","1"
"Chrome 51.0.2700.0","1","1"
"Chrome 51.0.2704.103","7","4"
"Chrome 51.0.2704.106","17","8"
"Chrome 51.0.2704.63","1","1"
"Chrome 51.0.2704.79","588","385"
"Chrome 51.0.2704.79","10","2"
"Chrome 51.0.2704.84","4","3"
"Chrome 52.0.2743.116","4","4"
"Chrome 52.0.2743.116","39","10"
"Chrome 52.0.2743.82","1","1"
"Chrome 53.0.2785.101","4","2"
"Chrome 53.0.2785.113","1","1"
"Chrome 53.0.2785.116","13","11"
"Chrome 53.0.2785.143","26","14"
"Chrome 53.0.2785.89","11","6"
"Chrome 54.0.2840.41","2","1"
"Chrome 54.0.2840.59","45","13"
"Chrome 54.0.2840.71","415","19"
"Chrome 54.0.2840.87","679","16"
"Chrome 54.0.2840.99","796","127"
"Chrome 55.0.2883.75","97","30"
"Chrome 55.0.2883.87","1","1"
"Opera 42.0.2393.94","2","2"
"Chrome 55.0.2883.87","12198","2117"
"Chrome 55.0.2883.98","3","3"
"Chrome 55.0.2900.1","2","2"
"Chrome 56.0.2922.0","1","1"
"Chrome 56.0.2924.28","35","32"
"Chrome 56.0.2924.51","23","22"
"Chrome 57.0.2970.0","24","17"
"Chrome 57.0.2971.0","4","4"
"Mozilla rv:11.0","43","12"
"Firefox 43.0","1","1"
"Firefox 44.0","1","1"
"Firefox 45.0","41","10"
"Pale Moon 27.0.3","2","2"
"Firefox 46.0","3","3"
"Firefox 47.0","11","7"
"Firefox 48.0","5","3"
"Firefox 49.0","4","2"
"Firefox 49.0.2","1","1"
"Firefox 50.0","161","84"
"Firefox 50.1.0","7","6"
"Firefox 51.0","6","4"
"Firefox 52.0","2","2"
"Firefox 53.0","4","3"
"Firefox 38.0","7","1"
"Firefox 47.0","5","5"
"Firefox 49.0","1","1"
"Firefox 50.0","36","25"
"Firefox 51.0","1","1"
"Chrome 19.0.1036.7","1","1"
"Chrome 21.0.1180.89","1","1"
"Chrome 23.0.1271.1","3","2"
"Chrome 46.0.2490.71","1","1"
"Chrome 27.0.1453.93","1","1"
"Chrome 31.0.1650.57","1","1"
"Chrome 31.0.1650.63","14","3"
"Chrome 33.0.1750.154","12","2"
"Chrome 34.0.1847.116","5","2"
"Chrome 34.0.1847.131","4","1"
"Chrome 35.0.1883.0","1","1"
